,main_section,section_name,sub_section_name,is_relevant,is_include
1064,Discharge Summary,Admit/Transfer/Discharge Orders,Condition at Discharge,Yes,Yes
1065,Discharge Summary,Admit/Transfer/Discharge Orders, Discharge Diagnosis,Yes,Yes
1066,Discharge Summary,Admit/Transfer/Discharge Orders,PrimaryDiagnosis,Yes,Yes
1067,Discharge Summary,Admit/Transfer/Discharge Orders,Procedures This Visit,Yes,Yes
1068,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Summary,Yes,Yes
1069,Discharge Summary,Admit/Transfer/Discharge Orders,Cansule Summary,Yes,Yes
1070,Discharge Summary,Admit/Transfer/Discharge Orders,ON Events,Yes,Yes
1071,Discharge Summary,Admit/Transfer/Discharge Orders,Acute Problems,Yes,Yes
1072,Discharge Summary,Admit/Transfer/Discharge Orders,Cchronic Problems,Yes,Yes
1073,Discharge Summary,Admit/Transfer/Discharge Orders,Physical exam on day of discharge,Yes,Yes
1074,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Instructions,Yes,Yes
1075,Discharge Summary,Admit/Transfer/Discharge Orders,Reason for Hospitalitation,Yes,Yes
1076,Discharge Summary,Admit/Transfer/Discharge Orders,Patients Discharge Medications,Yes,Yes
1077,Discharge Summary,Admit/Transfer/Discharge Orders,Significant Diagnostic Studies,Yes,Yes
1078,Discharge Summary,Admit/Transfer/Discharge Orders,Diagnoses,Yes,Yes
1079,Discharge Summary,Admit/Transfer/Discharge Orders,CLINICAL RECOMMENDATIONS,Yes,Yes
1080,Discharge Summary,Admit/Transfer/Discharge Orders,Follow-up Appointments,Yes,Yes
1081,Discharge Summary,Admit/Transfer/Discharge Orders,Physical Exam today,Yes,Yes
1082,Discharge Summary,Admit/Transfer/Discharge Orders,HPI,Yes,Yes
1083,Discharge Summary,Admit/Transfer/Discharge Orders,Chief Complaint,Yes,Yes
1084,Discharge Summary,Admit/Transfer/Discharge Orders,Risk Stratification,Yes,Yes
1085,Discharge Summary,Admit/Transfer/Discharge Orders,ROS Statements,Yes,Yes
1086,Discharge Summary,Admit/Transfer/Discharge Orders,Re-Evaluation & MDM,Yes,Yes
1087,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Discharge & Departure,Yes,Yes
1088,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge/Care Plan,Yes,Yes
1089,Discharge Summary,Admit/Transfer/Discharge Orders,CONSULTATION,Yes,Yes
1090,Discharge Summary,Admit/Transfer/Discharge Orders,DIET,Yes,Yes
1091,Discharge Summary,Admit/Transfer/Discharge Orders,Major events/complications,Yes,Yes
1092,Discharge Summary,Admit/Transfer/Discharge Orders,Major Events/Compli,Yes,Yes
1093,Discharge Summary,Admit/Transfer/Discharge Orders,HPI/Reason for Hospitalization,Yes,Yes
1094,Discharge Summary,Admit/Transfer/Discharge Orders,Hospital Course with Significant Findings,Yes,Yes
1095,Discharge Summary,Admit/Transfer/Discharge Orders,DischargeDiagnosis and Plan,Yes,Yes
1096,Discharge Summary,Admit/Transfer/Discharge Orders,Other Pertinent Discharge Information,Yes,Yes
1097,Discharge Summary,Admit/Transfer/Discharge Orders,Providers,Yes,Yes
1098,Discharge Summary,Admit/Transfer/Discharge Orders,Laboratory,Yes,Yes
1099,Discharge Summary,Admit/Transfer/Discharge Orders,PROCEDURE PERFORMED,Yes,Yes
1100,Discharge Summary,Admit/Transfer/Discharge Orders,BRIEF HOSPITAL COURSE,Yes,Yes
1101,Discharge Summary,Admit/Transfer/Discharge Orders,DISCHARGE LABS,Yes,Yes
1102,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Diagnosis1,Yes,Yes
1103,Discharge Summary,Admit/Transfer/Discharge Orders,High Risk OSA,Yes,Yes
1104,Discharge Summary,Admit/Transfer/Discharge Orders,Medication List,Yes,Yes
1105,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Discharge Summary,Yes,Yes
1106,Discharge Summary,Admit/Transfer/Discharge Orders,Chief Chief complaintHPI,Yes,Yes
1107,Discharge Summary,Admit/Transfer/Discharge Orders,Exam,Yes,Yes
1108,Discharge Summary,Admit/Transfer/Discharge Orders,DS DS Data,Yes,Yes
1109,Discharge Summary,Admit/Transfer/Discharge Orders, Physical Exam,Yes,Yes
1110,Discharge Summary,Admit/Transfer/Discharge Orders,PMH,Yes,Yes
1111,Discharge Summary,Admit/Transfer/Discharge Orders,PSH,Yes,Yes
1112,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Active Problem List,Yes,Yes
1113,Discharge Summary,Admit/Transfer/Discharge Orders,Subjective,Yes,Yes
1114,Discharge Summary,Admit/Transfer/Discharge Orders,FINAL DIAGNOSES,Yes,Yes
1115,Discharge Summary,Admit/Transfer/Discharge Orders,PROCEDURES PERFORMED DURING THIS HOSPITALIZATION,Yes,Yes
1116,Discharge Summary,Admit/Transfer/Discharge Orders,CHIEF COMPLAINT AND HISTORY OF PRESENT ILLNESS,Yes,Yes
1117,Discharge Summary,Admit/Transfer/Discharge Orders,PAST HISTORY AND REVIEW OF SYSTEMS,Yes,Yes
1118,Discharge Summary,Admit/Transfer/Discharge Orders,LABORATORY REPORTS,Yes,Yes
1119,Discharge Summary,Admit/Transfer/Discharge Orders,Procedures Documented This Visit,Yes,Yes
1120,Discharge Summary,Admit/Transfer/Discharge Orders,Vitals-Last Recorded,Yes,Yes
1121,Discharge Summary,Admit/Transfer/Discharge Orders,Diagnostic Results,Yes,Yes
1122,Discharge Summary,Admit/Transfer/Discharge Orders,Follow Up,Yes,Yes
1123,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge orders,Yes,Yes
1124,Discharge Summary,Admit/Transfer/Discharge Orders,Daily Medication list,Yes,Yes
1125,Discharge Summary,Admit/Transfer/Discharge Orders,PROCEDURES PERFORMED,Yes,Yes
1126,Discharge Summary,Admit/Transfer/Discharge Orders,HISTORY AND INDICATIONS FOR ADMISSION,Yes,Yes
1127,Discharge Summary,Admit/Transfer/Discharge Orders,PAST SURGICAL HISTORY,Yes,Yes
1128,Discharge Summary,Admit/Transfer/Discharge Orders,EXAMINATION,Yes,Yes
1129,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Identification,Yes,Yes
1130,Discharge Summary,Admit/Transfer/Discharge Orders,Images ,Yes,Yes
1131,Discharge Summary,Admit/Transfer/Discharge Orders,Encounter Diagnoses,Yes,Yes
1132,Discharge Summary,Admit/Transfer/Discharge Orders,Interpretation Summary,Yes,Yes
1133,Discharge Summary,Admit/Transfer/Discharge Orders,Medications Administered ,Yes,Yes
1134,Discharge Summary,Admit/Transfer/Discharge Orders,Medication,Yes,Yes
1135,Discharge Summary,Admit/Transfer/Discharge Orders,Description of Procedure ,Yes,Yes
1136,Discharge Summary,Admit/Transfer/Discharge Orders,Findings,Yes,Yes
1137,Discharge Summary,Admit/Transfer/Discharge Orders,Recommendations,Yes,Yes
1138,Discharge Summary,Admit/Transfer/Discharge Orders,Physical Exam/Objective,Yes,Yes
1139,Discharge Summary,Admit/Transfer/Discharge Orders,Chronic Problem List,Yes,Yes
1140,Discharge Summary,Admit/Transfer/Discharge Orders,PRIMARY DISCHARGE DIAGNOSES,Yes,Yes
1141,Discharge Summary,Admit/Transfer/Discharge Orders,SECONDARY DISCHARGE DIAGNOSES,Yes,Yes
1142,Discharge Summary,Admit/Transfer/Discharge Orders,PERTINENT DIAGNOSTICS,Yes,Yes
1143,Discharge Summary,Admit/Transfer/Discharge Orders,ISSUES TO BE ADDRESSED AT PCP FOLLOWUP,Yes,Yes
1144,Discharge Summary,Admit/Transfer/Discharge Orders,CODE STATUS,Yes,Yes
1145,Discharge Summary,Admit/Transfer/Discharge Orders,ATTENDING PROVIDERS,Yes,Yes
1146,Discharge Summary,Admit/Transfer/Discharge Orders,CONSULTING PROVIDERS,Yes,Yes
1147,Discharge Summary,Admit/Transfer/Discharge Orders,Prescriptions & Medication Information,Yes,Yes
1148,Discharge Summary,Admit/Transfer/Discharge Orders,MEDICAL AND VISIT INFORMATION,Yes,Yes
1149,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Safety Instructions,Yes,Yes
1150,Discharge Summary,Admit/Transfer/Discharge Orders, Patient Portal Information,Yes,Yes
1151,Discharge Summary,Admit/Transfer/Discharge Orders,Instructions from your Health Care Provider,Yes,Yes
1152,Discharge Summary,Admit/Transfer/Discharge Orders,Medication & Last dose information,Yes,Yes
1153,Discharge Summary,Admit/Transfer/Discharge Orders,Medication Instructions,Yes,Yes
1154,Discharge Summary,Admit/Transfer/Discharge Orders,Admission data,Yes,Yes
1155,Discharge Summary,Admit/Transfer/Discharge Orders,HPI reason for consultation,Yes,Yes
1156,Discharge Summary,Admit/Transfer/Discharge Orders,Hospital with significant Findings,Yes,Yes
1157,Discharge Summary,Admit/Transfer/Discharge Orders,Resolved Hospital Problems,Yes,Yes
1158,Discharge Summary,Admit/Transfer/Discharge Orders,Active Non-Hospital Problems,Yes,Yes
1159,Discharge Summary,Admit/Transfer/Discharge Orders,REASON FOR HOSPITALIZATION AND HOSPITAL COURSE,Yes,Yes
1160,Discharge Summary,Admit/Transfer/Discharge Orders,TRANSITION/POST DISCHARGE CARE/PENDING TESTS/REFERRALS,Yes,Yes
1161,Discharge Summary,Admit/Transfer/Discharge Orders,LINES/DRAINS/WOUNDS AT DISCHARGE,Yes,Yes
1162,Discharge Summary,Admit/Transfer/Discharge Orders,Admit Diagnosis,Yes,Yes
1163,Discharge Summary,Admit/Transfer/Discharge Orders,Active Problems,Yes,Yes
1164,Discharge Summary,Admit/Transfer/Discharge Orders,Surgical Procedure(s),Yes,Yes
1165,Discharge Summary,Admit/Transfer/Discharge Orders,Summary of History and Hospital Course,Yes,Yes
1166,Discharge Summary,Admit/Transfer/Discharge Orders,RECOMMENDATION,Yes,Yes
1167,Discharge Summary,Admit/Transfer/Discharge Orders,Diagnoses present on admission,Yes,Yes
1168,Discharge Summary,Admit/Transfer/Discharge Orders,Operation /procedure performed,Yes,Yes
1169,Discharge Summary,Admit/Transfer/Discharge Orders,lines and tubes,Yes,Yes
1170,Discharge Summary,Admit/Transfer/Discharge Orders,Consultating services,Yes,Yes
1171,Discharge Summary,Admit/Transfer/Discharge Orders,FINDINGS/IMPRESSION,Yes,Yes
1172,Discharge Summary,Admit/Transfer/Discharge Orders,DISCHARGE CONDITION,Yes,Yes
1173,Discharge Summary,Admit/Transfer/Discharge Orders,DC Information,Yes,Yes
1174,Discharge Summary,Admit/Transfer/Discharge Orders,Quality Measures Discharge,Yes,Yes
1175,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Order,Yes,Yes
1176,Discharge Summary,Admit/Transfer/Discharge Orders,New Prescriptions,Yes,Yes
1177,Discharge Summary,Admit/Transfer/Discharge Orders,Continue taking the following Medication ,Yes,Yes
1178,Discharge Summary,Admit/Transfer/Discharge Orders,STOP taking the following Medication ,Yes,Yes
1179,Discharge Summary,Admit/Transfer/Discharge Orders,Additional Diagnoses Treated During This Hospitalization,Yes,Yes
1180,Discharge Summary,Admit/Transfer/Discharge Orders,History on Presentation (from H & P),Yes,Yes
1181,Discharge Summary,Admit/Transfer/Discharge Orders,Events Leading to Death ,Yes,Yes
1182,Discharge Summary,Admit/Transfer/Discharge Orders,Death Physical Exam,Yes,Yes
1183,Discharge Summary,Admit/Transfer/Discharge Orders,CARDIOLOGY ATTENDING,Yes,Yes
1184,Discharge Summary,Admit/Transfer/Discharge Orders,ICD placement,Yes,Yes
1185,Discharge Summary,Admit/Transfer/Discharge Orders,IDENTIFYING DATA,Yes,Yes
1186,Discharge Summary,Admit/Transfer/Discharge Orders,SUCCINCT SUMMARY OF ADMISSION STATUS AND HOSPITAL COURSE,Yes,Yes
1187,Discharge Summary,Admit/Transfer/Discharge Orders,PATIENT'S MEDICAL CONDITION AT DISCHARGE,Yes,Yes
1188,Discharge Summary,Admit/Transfer/Discharge Orders,SUMMARY OF PROCEDURE(S) PERFORMED,Yes,Yes
1189,Discharge Summary,Admit/Transfer/Discharge Orders,RESULTS PENDING AT TIME OF DISCHARGE,Yes,Yes
1190,Discharge Summary,Admit/Transfer/Discharge Orders,MEDICATIONS TAKEN PRIOR TO ADMISSION,Yes,Yes
1191,Discharge Summary,Admit/Transfer/Discharge Orders,IMMUNIZATION HISTOR,Yes,Yes
1192,Discharge Summary,Admit/Transfer/Discharge Orders,DISCHARGE ORDERS AND INSTRUCTIONS,Yes,Yes
1193,Discharge Summary,Admit/Transfer/Discharge Orders,Brief HPI,Yes,Yes
1194,Discharge Summary,Admit/Transfer/Discharge Orders,Care Management,Yes,Yes
1195,Discharge Summary,Admit/Transfer/Discharge Orders,Palliative Care SW,Yes,Yes
1196,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Education Services,Yes,Yes
1197,Discharge Summary,Admit/Transfer/Discharge Orders,Therapeutic Activities,Yes,Yes
1198,Discharge Summary,Admit/Transfer/Discharge Orders,Vital Signs/Skin,Yes,Yes
1199,Discharge Summary,Admit/Transfer/Discharge Orders,PCP,Yes,Yes
1200,Discharge Summary,Admit/Transfer/Discharge Orders,Hospital Care Provider(s) for this visit,Yes,Yes
1201,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Diet,Yes,Yes
1202,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Activity,Yes,Yes
1203,Discharge Summary,Admit/Transfer/Discharge Orders,Incision/Wound Care,Yes,Yes
1204,Discharge Summary,Admit/Transfer/Discharge Orders,Additional Education,Yes,Yes
1205,Discharge Summary,Admit/Transfer/Discharge Orders,My Follow-up Appointment(s,Yes,Yes
1206,Discharge Summary,Admit/Transfer/Discharge Orders,Procedures and Diagnostics,Yes,Yes
1207,Discharge Summary,Admit/Transfer/Discharge Orders,Problem List/Past Medical History,Yes,Yes
1208,Discharge Summary,Admit/Transfer/Discharge Orders,DISCHARGE PHYSICAL EXAMINATION,Yes,Yes
1209,Discharge Summary,Admit/Transfer/Discharge Orders,Examinations,Yes,Yes
1210,Discharge Summary,Admit/Transfer/Discharge Orders,Encounter information,Yes,Yes
1211,Discharge Summary,Admit/Transfer/Discharge Orders,Free Text Dx A&P Notes,Yes,Yes
1212,Discharge Summary,Admit/Transfer/Discharge Orders,Active plan,Yes,Yes
1213,Discharge Summary,Admit/Transfer/Discharge Orders,Laboratory results,Yes,Yes
1214,Discharge Summary,Admit/Transfer/Discharge Orders,Patient education,Yes,Yes
1215,Discharge Summary,Admit/Transfer/Discharge Orders,surgical history,Yes,Yes
1216,Discharge Summary,Admit/Transfer/Discharge Orders,Clinical Resume,Yes,Yes
1217,Discharge Summary,Admit/Transfer/Discharge Orders,Summary of Hospitalization,Yes,Yes
1218,Discharge Summary,Admit/Transfer/Discharge Orders,Free text Dx A&P Note,Yes,Yes
1219,Discharge Summary,Admit/Transfer/Discharge Orders,Free text obj Note,Yes,Yes
1220,Discharge Summary,Admit/Transfer/Discharge Orders,Chief complaint on admission,Yes,Yes
1221,Discharge Summary,Admit/Transfer/Discharge Orders,Intake andOutput,Yes,Yes
1222,Discharge Summary,Admit/Transfer/Discharge Orders,Active Medications,Yes,Yes
1223,Discharge Summary,Admit/Transfer/Discharge Orders,Admitting Diagnoses,Yes,Yes
1224,Discharge Summary,Admit/Transfer/Discharge Orders,Medical History,Yes,Yes
1225,Discharge Summary,Admit/Transfer/Discharge Orders,Active Hospital Problems,Yes,Yes
1226,Discharge Summary,Admit/Transfer/Discharge Orders,General Information,Yes,Yes
1227,Discharge Summary,Admit/Transfer/Discharge Orders,Operations and procedures,Yes,Yes
1228,Discharge Summary,"Admit, Discharge, Transfer Forms",PAST MEDICAL HISTORY,Yes,Yes
1229,Discharge Summary,ADMISSION/DISCHARGE INFORMATION,Physical Examination at Discharge,Yes,Yes
1230,CONSULTATION REPORT,Acute Rehab Consult,Medical History,Yes,Yes
1231,History & Physical,: HISTORY AND PHYSICAL,Plan,Yes,Yes
1232,Discharge Summary,*Discharge Quick Note,CONSULTS,Yes,Yes
1233,History & Physical,Summary of Medical History,Lab Results,Yes,Yes
1234,CONSULTATION REPORT,Results and Medications,Laboratory Tests,Yes,Yes
1235,CONSULTATION REPORT,Results and Medications,Laboratory Tests,Yes,Yes
1236,Progress Note,Pulmonary Progress Note,Labs reviewed,Yes,Yes
1237,Progress Note,Pulmonary Progress Note,Chemistry Comprehensive  - Last 36 hours (11),Yes,Yes
1238,Progress Note,Pulmonary Progress Note,Chemistry Basic - Last 36 hours (9),Yes,Yes
1239,Progress Note,Progress Notes - All Other Notes,Recent Labs,Yes,Yes
1240,Progress Note,Progress Notes - All Other Notes,MICROBIOLOGY:,Yes,Yes
1241,Progress Note,Progress Notes - All Other Notes,LABORATORY RESULTS:,Yes,Yes
1242,Progress Note,Progress Note,Urinalysis with Possible Microscopy and Possible Culture ,Yes,Yes
1243,Progress Note,Progress Note,Results,Yes,Yes
1244,Progress Note,Progress Note,Recent Labs,Yes,Yes
1245,Progress Note,Progress Note,Plan/Recommendations,Yes,Yes
1246,Progress Note,Progress Note,Objective,Yes,Yes
1247,Progress Note,Progress Note,Microbiology- Last 7 days (3),Yes,Yes
1248,Progress Note,Progress Note,Labs:,Yes,Yes
1249,Progress Note,Progress Note,Interval History,Yes,Yes
1250,Progress Note,Progress Note,Culture,Yes,Yes
1251,Progress Note,Progress Note,Comprehensive Metabolic Panel,Yes,Yes
1252,Progress Note,Progress Note,CMP [216227700] (Abnormal),Yes,Yes
1253,Progress Note,Progress Note,Chemistry Comprehensive - Last 36 hours,Yes,Yes
1254,Progress Note,Progress Note,Chemistry,Yes,Yes
1255,Progress Note,Progress Note,CBC,Yes,Yes
1256,Progress Note,Progress Note,BMP [216586535] (Abnormal),Yes,Yes
1257,Progress Note,Progress Note,Blood Culture,Yes,Yes
1258,Progress Note,Progress Note,Basic metabolic panel [216128946] (Abnormal),Yes,Yes
1259,Progress Note,Progress Note,Basic metabolic panel ,Yes,Yes
1260,Progress Note,Progress Note,Basic Metabolic Panel,Yes,Yes
1261,Progress Note,Physician Progress Notes,Results,Yes,Yes
1262,Progress Note,Physician Progress Notes,Respiratory: ,Yes,Yes
1263,Progress Note,Physician Progress Notes,Radiology - Last 36 hours (2),Yes,Yes
1264,Progress Note,Physician Progress Notes,Plan:,Yes,Yes
1265,Progress Note,Physician Progress Notes,Physical Examination,Yes,Yes
1266,Progress Note,Physician Progress Notes,Microbiology - Last 7 days (2),Yes,Yes
1267,Progress Note,Physician Progress Notes,LUNGS:,Yes,Yes
1268,Progress Note,Physician Progress Notes,LABS:,Yes,Yes
1269,Progress Note,Physician Progress Notes,LABORATORY STUDIES:,Yes,Yes
1270,Progress Note,Physician Progress Notes,Laboratory Data:,Yes,Yes
1271,Progress Note,Physician Progress Notes,INTERVAL HISTORY:,Yes,Yes
1272,Progress Note,Physician Progress Notes,Infectious Disease:,Yes,Yes
1273,Progress Note,Physician Progress Notes,Hematology Basic - Last 36 hours (25),Yes,Yes
1274,Progress Note,Physician Progress Notes,Diagnosis(3),Yes,Yes
1275,Progress Note,Physician Progress Notes,Chemistry Comprehensive-Last 36 hours (11),Yes,Yes
1276,Progress Note,Physician Progress Notes,Chemistry Comprehensive  - Last 36 hours (16),Yes,Yes
1277,Progress Note,Physician Progress Notes,Chemistry Comprehensive  - Last 36 hours (15),Yes,Yes
1278,Progress Note,Physician Progress Notes,Chemistry Comprehensive  - Last 36 hours (14),Yes,Yes
1279,Progress Note,Physician Progress Notes,Chemistry Comprehensive  - Last 36 hours (12),Yes,Yes
1280,Progress Note,Physician Progress Notes,Chemistry Comprehensive  - Last 36 hours (11),Yes,Yes
1281,Progress Note,Physician Progress Notes,Chemistry Basic - Last 36 hours (9),Yes,Yes
1282,Progress Note,Physician Progress Notes,Assessment:,Yes,Yes
1283,Progress Note,Physician Progress Notes,Assessment/Plan:,Yes,Yes
1284,Progress Note,Physician Progress Note,Blood Culture (Peripheral Draw,Yes,Yes
1285,Progress Note,Neuro ICU Progress Note,Infectious,Yes,Yes
1286,Progress Note,Neuro ICU Progress Note,Assessment and Plan,Yes,Yes
1287,Progress Note,Moderate Sedation Pre-Procedure Evaluation,History & Results,Yes,Yes
1288,History & Physical,Laboratory Data:,Hematology Basic - Last 36 hours (20),Yes,Yes
1289,History & Physical,Laboratory Data:,Chemistry Comprehensive - Last 36 hours (21) Result,Yes,Yes
1290,Laboratory,Laboratory,Urinalysis,Yes,Yes
1291,Laboratory,Lab Results,Date of procedure: ,Yes,Yes
1292,Laboratory,Lab Results,DESCRIPTION,Yes,Yes
1293,Laboratory,Lab Results,Procalcitonin,Yes,Yes
1294,Laboratory,Lab Results,Basic Metabolic Panel,Yes,Yes
1295,Laboratory,Lab Results,CBC,Yes,Yes
1296,Laboratory,Lab Results,CBC And Differential,Yes,Yes
1297,Laboratory,Lab Results,Urinalysis [1043822396] (Abnormal),Yes,Yes
1298,Laboratory,Lab - All Results (continued),CMP [216506314] (Abnormal),Yes,Yes
1299,Laboratory,Lab - All Results (continued),CBC and Automated Differential w/reflex [216506313] (Abnormal) ,Yes,Yes
1300,Laboratory,Lab - All Results (continued),BMP [216506310] (Abnormal),Yes,Yes
1301,Laboratory,Lab - All Results (continued),BMP [216506274] (Abnormal),Yes,Yes
1302,Laboratory,Lab - All Results (continued),CMP [216465233] (Abnormal),Yes,Yes
1303,Table of contents,H&P Notes,Assessment/Plan:,Yes,toc
1304,Table of contents,H&P Notes,Infectious Disease,Yes,toc
1305,Laboratory,Lab - All Results (continued),CBC and Automated Differential w/reflex [216465232] (Abnormal)  ,Yes,Yes
1306,Laboratory,Lab - All Results (continued),CBC and Automated Differential w/reflex [216340676] (Abnormal),Yes,Yes
1307,Laboratory,Lab - All Results (continued),CMP [216340677] (Abnormal),Yes,Yes
1308,Laboratory,Lab - All Results (continued),CBC and Automated Differential w/reflex [216227699] (Abnormal),Yes,Yes
1309,Laboratory,Lab - All Results (continued),CMP [216138914] (Abnormal),Yes,Yes
1310,Laboratory,Lab - All Results (continued),CBC and Automated Differential w/reflex [216138913] (Abnormal),Yes,Yes
1311,Laboratory,Lab - All Results (continued),Basic metabolic panel [216128946] (Abnormal),Yes,Yes
1312,Laboratory,Lab - All Results (continued),CBC and Automated Differential w/reflex [216128960] (Abnormal),Yes,Yes
1313,Laboratory,Lab - All Results (continued),CBC and Automated Differential w/reflex [216128960] (Abnormal)   (continued),Yes,Yes
1314,Laboratory,Lab - All Results (continued),Urinalysis [216129122] (Abnormal),Yes,Yes
1315,Laboratory,Lab - All Results,BMP [216586535] (Abnormal),Yes,Yes
1316,Laboratory,Lab - All Results,CMP [216227700] (Abnormal),Yes,Yes
1317,Progress Note,ICU RESIDENT PROGRESS AND TRANSFER NOTE,System-based Assessment and Plan,Yes,Yes
1318,Progress Note,ICU RESIDENT PROGRESS AND TRANSFER NOTE,Infectious Disease,Yes,Yes
1319,History & Physical,History & Physicals,Labs,Yes,Yes
1320,Laboratory,Hematology,Automated Hematology,Yes,Yes
1321,Laboratory,Hematology,Orderable Name:  Automated Diff,Yes,Yes
1322,Laboratory,Hematology,Orderable Name: CBC w/ Diff,Yes,Yes
1323,Laboratory,Hematology,Orderable Name: CBC without Diff,Yes,Yes
1324,Progress Note,General Laboratory,Urinalysis Screening Chemistry,Yes,Yes
1325,Laboratory,General Laboratory,Blood Chemistry,Yes,Yes
1326,Laboratory,General Laboratory,Urine Chemistry,Yes,Yes
1327,Laboratory,General Laboratory,Urinalysis Screening Chemistry,Yes,Yes
1328,Food and Nutrition Reassessment,Food and Nutrition Reassessment,Recent Labs,Yes,Yes
1329,Food and Nutrition Reassessment,Food and Nutrition Reassessment,Biochemical Data/Procedures/Medical Tests:,Yes,Yes
1330,Food and Nutrition Initial Assessment,Food and Nutrition Initial Assessment,Assessment:,Yes,Yes
1331,Food and Nutrition Initial Assessment,Food and Nutrition Initial Assessment,Biochemical Data/Procedures/Medical Tests:,Yes,Yes
1332,Food and Nutrition Initial Assessment,Food and Nutrition Initial Assessment,Recent Labs,Yes,Yes
1333,Laboratory,Cumulative Summary Report,Urinalysis,Yes,Yes
1334,Laboratory,Cumulative Summary Report,Hematology - CBC,Yes,Yes
1335,Progress Note,Consults - All Other Notes (continued),Recent Labs,Yes,Yes
1336,Progress Note,Consultation Report,Vital Signs:,Yes,Yes
1337,Progress Note,Consultation Report,Chemistry Comprehensive - Last 36 hours (22),Yes,Yes
1338,Table of contents,Labs:,CBC,Yes,toc
1339,Progress Note,Consultation Report,Chemistry Basic - Last 36 hours (10),Yes,Yes
1340,Progress Note,Consultation,Urine Electrolytes,Yes,Yes
1341,Progress Note,Consultation,Urine Chemistry Results,Yes,Yes
1342,Progress Note,Consultation,Urinalysis with Possible Microscopy and Possible Culture ,Yes,Yes
1343,Laboratory,Chemistry,Random Urine Chemistry,Yes,Yes
1344,Laboratory,Chemistry,Routine Chemistry,Yes,Yes
1345,Laboratory,Chemistry,Orderable Name: Basic Metabolic Panel (BMP),Yes,Yes
1346,Laboratory,Chemistry,Orderable Name: Comprehensive Metabolic Panel (CMP),Yes,Yes
1347,Laboratory,Chemistry,Orderable Name: Basic Metabolic Panel,Yes,Yes
1348,Progress Note,Cardiology Critical Care Progress Note,Chemistry Comprehensive  - Last 36 hours (12),Yes,Yes
1349,Table of contents,Results,BASIC METABOLIC PANEL (12/28/2020 2:13 AM EST):,Yes,toc
1350,Table of contents,Results,"BASIC METABOLIC PANEL, NON-FASTING (12/29/2020 1:14 AM EST):",Yes,toc
1351,Table of contents,Results,"BASIC METABOLIC PANEL, FASTING (01/09/2021 12:56 AM EST):",Yes,toc
1352,Table of contents,Results,BASIC METABOLIC PANEL (01/08/2021 7:45 AM EST):,Yes,toc
1353,Table of contents,Results,BASIC METABOLIC PANEL (01/01/2021 12:37 AM EST):,Yes,toc
1354,Table of contents,Results,COMPREHENSIVE METABOLIC PANEL (01/30/2020 1:26 PM CST):,Yes,toc
1355,Table of contents,Results,BASIC METABOLIC PANEL - AM ONCE (01/02/2021 4:29 AM EST):,Yes,toc
1356,Table of contents,Results,"ADULT ROUTINE BLOOD CULTURE, SET OF 2 BOTTLES (BACTERIA AND YEAST) (01/08/2021 1:59 PM EST):",Yes,toc
1357,Table of contents,Results,BLOOD CULTURE (02/03/2020 6:06 PM CST):,Yes,toc
1358,Table of contents,Results,SPUTUM CULTURE WITH GRAM STAIN (02/04/2020 2:09 PM CST):,Yes,toc
1359,Table of contents,Results,CBC WITH DIFFERENTIAL  (01/30/2020 4:37 AM CST):,Yes,toc
1360,Table of contents,Results,CBC/DIFF (12/27/2020 12:33 AM EST):,Yes,toc
1361,Table of contents,Results,CBC WITH DIFF (12/27/2020 12:33 AM EST):,Yes,toc
1362,Table of contents,Results,CBC (01/05/2021 4:55 AM EST),Yes,toc
1363,Table of contents,Results,COMPREHENSIVE METABOLIC PANEL  (01/30/2020 4:37 AM CST):,Yes,toc
1364,Table of contents,Results,BASIC METABOLIC PANEL (02/01/2020 4:17 AM CST):,Yes,toc
1365,Table of contents,Results,BLOOD CULTURE  (02/03/2020 6:06 PM CST):,Yes,toc
1366,Table of contents,Results,Procalcitonin (05/06/2020 11:09 AM EDT):,Yes,toc
1367,Table of contents,Results,PROCALCITONIN ALGORITHM (01/08/2021 4:19 AM EST):,Yes,toc
1368,Table of contents,Results,PROCALCITONIN REFLEX 6HR (01/08/2021 1:59 PM EST):,Yes,toc
1369,Table of contents,Results ,"Urinalysis, Microscopic if Indicated (09/17/2021 10:35 AM CDT):",Yes,toc
1370,Table of contents,Results ,Urinalysis with Possible Microscopy and Possible Culture (05/04/2020 2:50 PM EDT):,Yes,toc
1371,Table of contents,Results ,URINALYSIS WITH REFLEX CULTURE (01/29/2020 2:27 PM CST):,Yes,toc
